fid,id,Z,Y,X
0,0,0,5846162.103953945,489511.7500203398
0,1,0,5846112.9873111835,489340.9558524978
0,2,0,5846280.145273371,489382.0228127251
0,3,0,5846498.581393494,489331.38170472474
0,4,0,5846475.234386594,489203.25570901553
0,5,0,5846757.39858952,489241.5760954324
0,6,0,5846883.087809793,489388.4015050259
0,7,0,5846962.926699501,489323.32700562733
0,8,0,5847202.348405358,489404.585065523
0,9,0,5847399.1668613795,489542.14821022685
0,10,0,5847487.1900947215,489433.18976926483
0,11,0,5847421.663975599,489259.5509301838
0,12,0,5847634.38605665,489168.27456662746
0,13,0,5847748.926789605,489020.3517189713
0,14,0,5847560.8799250135,488919.91448693426
0,15,0,5847360.795212985,488873.8169059793
0,16,0,5847471.751097251,488827.88265242707
0,17,0,5847735.364448918,488813.9842259268
0,18,0,5847698.139955089,488793.298951379
0,19,0,5847505.345516055,488732.24849050026
0,20,0,5847755.191364087,488717.1281229315
0,21,0,5847974.973365331,488664.55707786325
0,22,0,5848008.884397306,488808.1202577178
0,23,0,5848224.047689388,488921.5101456123
0,24,0,5848350.554239621,488900.9992213323
0,25,0,5848487.07428629,488886.1435507984
0,26,0,5848207.189779617,488831.29733127216
0,27,0,5848025.400654978,488699.93200048275
0,28,0,5847972.282556664,488532.8553964895
0,29,0,5848172.300331006,488530.45080472477
0,30,0,5848278.6922982745,488694.44968237437
0,31,0,5848490.217725307,488820.3726208074
0,32,0,5848665.881663276,488962.18442471325
0,33,0,5848856.817965056,489099.77713422186
0,34,0,5848860.108207969,489019.7666291375
0,35,0,5848686.577417749,488873.15379244456
0,36,0,5848544.304315779,488718.823543978
0,37,0,5848369.582509358,488588.73356060806
0,38,0,5848458.133620573,488522.39407868165
0,39,0,5848694.827438569,488451.9992492361
0,40,0,5848767.477979343,488437.97687737824
0,41,0,5848908.610814647,488591.47431422625
0,42,0,5849115.172044866,488724.97707436286
0,43,0,5849344.579240147,488844.65967142937
0,44,0,5849592.268263468,488949.55871701485
0,45,0,5849784.318730499,489086.5008956972
0,46,0,5850041.523356893,489178.4917775869
0,47,0,5850312.856802305,489253.52686250565
0,48,0,5850520.046791604,489377.1084273622
0,49,0,5850687.776902963,489520.3475187765
0,50,0,5850842.896632592,489671.2124524477
0,51,0,5851032.757072501,489809.08748420596
0,52,0,5851227.23457435,489936.7201291625
0,53,0,5851348.595440002,490100.45814370137
0,54,0,5851365.243895144,490278.8375149649
0,55,0,5851341.0018517645,490460.6719508789
0,56,0,5851337.48639073,490643.78919344716
0,57,0,5851256.201252962,490817.71874033567
0,58,0,5851225.97975426,490993.1400647328
0,59,0,5851347.189965564,491161.00232596026
0,60,0,5851590.954969835,491253.2633016207
0,61,0,5851884.390857869,491269.13191357825
0,62,0,5852089.525034686,491379.1859190096
0,63,0,5852357.421923659,491447.08276464144
0,64,0,5852552.498613183,491584.0484226465
0,65,0,5852776.283534196,491688.41693209135
0,66,0,5852925.337631855,491830.613349776
0,67,0,5853187.11413713,491908.26580053894
0,68,0,5853432.390862737,492014.7527481275
0,69,0,5853659.182924715,492131.7679872825
0,70,0,5853781.998010917,492296.81867942086
0,71,0,5853903.411365265,492457.4233119438
0,72,0,5853986.678571379,492633.3740256615
0,73,0,5854062.032400386,492809.56912231713
0,74,0,5854159.019984062,492980.6467817293
0,75,0,5854320.014230938,493134.5367581407
0,76,0,5854436.743276977,493303.3790598357
0,77,0,5854592.398102494,493459.2510567199
0,78,0,5854702.569472217,493628.21128860686
0,79,0,5854829.77852282,493792.3378604323
0,80,0,5854924.559188201,493965.4255343925
0,81,0,5855042.099515213,494131.7620423744
0,82,0,5855135.104269115,494304.9830303913
0,83,0,5855279.113187124,494464.63264639635
0,84,0,5855439.717030152,494614.3664595545
0,85,0,5855536.4240633715,494778.5030360915
0,86,0,5855638.496679509,494950.78013242246
0,87,0,5855759.79418852,495116.57673998614
0,88,0,5856028.939807548,495173.5018804447
0,89,0,5856224.320865618,495309.1985654773
0,90,0,5856462.293915185,495421.2300834001
0,91,0,5856690.4583598515,495541.44293382176
0,92,0,5856810.536471886,495702.7160866236
0,93,0,5856907.87919714,495874.06114245014
0,94,0,5856965.836795523,496052.81648059597
0,95,0,5857034.717269196,496231.0146510508
0,96,0,5857110.92126589,496407.7197575432
0,97,0,5857294.9231264265,496548.97993095516
0,98,0,5857434.884840157,496710.0202339985
0,99,0,5857559.913816081,496875.2920857199
0,100,0,5857653.027158378,497045.9853914265
0,101,0,5857676.311738057,497227.75228255277
0,102,0,5857731.393295969,497399.9575941444
0,103,0,5857770.745119425,497579.5315799117
0,104,0,5857780.682549568,497762.3978756545
0,105,0,5857811.906200368,497944.0079213407
0,106,0,5857857.734728794,498124.81308486126
0,107,0,5857916.055129374,498282.6494949855
0,108,0,5858000.234407105,498457.2802782275
0,109,0,5858110.815758567,498626.28957699327
0,110,0,5858196.713546637,498801.1568617183
0,111,0,5858278.503978156,498975.9261991008
0,112,0,5858335.214131108,499150.9432869591
0,113,0,5858343.657124438,499330.0569947696
0,114,0,5858462.616186146,499490.5204364647
0,115,0,5858651.925994034,499625.3518051931
0,116,0,5858854.294068156,499760.40770753415
0,117,0,5859114.7521024095,499833.9476096796
0,118,0,5859327.133376107,499897.84918402514
0,119,0,5859524.514757364,500033.08096203615
0,120,0,5859682.488532782,499970.39977627964
0,121,0,5859665.412820283,499788.14507988596
0,122,0,5859642.892716951,499606.2614892799
0,123,0,5859613.567671916,499424.63970885135
0,124,0,5859630.400851384,499242.9811189527
0,125,0,5859611.866356724,499060.8761305694
0,126,0,5859546.844833222,498882.37550121295
0,127,0,5859519.919871894,498700.4583153556
0,128,0,5859485.887589027,498518.9441531778
0,129,0,5859424.241540086,498340.0708234999
0,130,0,5859365.900320699,498160.6481661762
0,131,0,5859390.038686181,497980.1971510914
0,132,0,5859405.837425987,497797.767939789
0,133,0,5859410.235063726,497614.9405013104
0,134,0,5859447.468464433,497451.55058884254
0,135,0,5859495.048851541,497274.03463604895
0,136,0,5859477.07992211,497091.7696090213
0,137,0,5859411.986872289,496914.0189958574
0,138,0,5859412.706344833,496731.1332952786
0,139,0,5859440.839844796,496559.93882496044
0,140,0,5859360.312684003,496388.21009442135
0,141,0,5859316.993983736,496213.2609547529
0,142,0,5859165.286314562,496060.7968773061
0,143,0,5859108.033762413,495885.2491640196
0,144,0,5859079.743845285,495703.1271363357
0,145,0,5859016.333076575,495525.61832652945
0,146,0,5858927.1527250735,495352.0178345946
0,147,0,5858826.589730676,495179.46820969105
0,148,0,5858743.845832323,495004.3925092103
0,149,0,5858713.354033546,494823.1708766705
0,150,0,5858743.062960385,494641.2708097492
0,151,0,5858700.658107589,494461.31448269176
0,152,0,5858602.284997601,494291.40358717245
0,153,0,5858554.809071465,494112.2479263685
0,154,0,5858549.82591749,493934.2159837157
0,155,0,5858495.685384752,493754.56917426956
0,156,0,5858381.850089592,493592.08966398775
0,157,0,5858347.555935272,493411.8812003777
0,158,0,5858324.572974865,493236.98375701247
0,159,0,5858245.005949249,493063.002318604
0,160,0,5858200.041895569,492885.39256426546
0,161,0,5858089.440872422,492716.3679835614
0,162,0,5858018.455692852,492539.3987259907
0,163,0,5857950.5052108895,492363.29967154854
0,164,0,5857886.119597576,492186.3648073731
0,165,0,5857849.288569883,492007.1897010512
0,166,0,5857719.766730072,491843.27155847073
0,167,0,5857654.377288542,491664.5593659727
0,168,0,5857560.1379645625,491491.0381585683
