date,value
2021-01-01,0.15115298330783844
2021-01-02,0.15122675895690918
2021-01-03,0.15135391056537628
2021-01-04,0.15352293848991394
2021-01-05,0.15329204499721527
2021-01-06,0.15633197128772736
2021-01-07,0.15565192699432373
2021-01-08,0.15483684837818146
2021-01-09,0.17139656841754913
2021-01-10,0.22908282279968262
2021-01-11,0.26194557547569275
2021-01-12,0.2861178517341614
2021-01-13,0.28344565629959106
2021-01-14,0.28285810351371765
2021-01-15,0.28012987971305847
2021-01-16,0.2762407660484314
2021-01-17,0.27363675832748413
2021-01-18,0.2714133560657501
2021-01-19,0.274796724319458
2021-01-20,0.3005196750164032
2021-01-21,0.2987464964389801
2021-01-22,0.3014872372150421
2021-01-23,0.309372216463089
2021-01-24,0.31365111470222473
2021-01-25,0.3160680830478668
2021-01-26,0.30815955996513367
2021-01-27,0.30149656534194946
2021-01-28,0.29635658860206604
2021-01-29,0.29214292764663696
2021-01-30,0.2888156473636627
2021-01-31,0.28615090250968933
2021-02-01,0.28439977765083313
2021-02-02,0.28255894780158997
2021-02-03,0.2931269407272339
2021-02-04,0.2906046509742737
2021-02-05,0.2773756682872772
2021-02-06,0.26055097579956055
2021-02-07,0.2537420690059662
2021-02-08,0.25400659441947937
2021-02-09,0.25354719161987305
2021-02-10,0.26121631264686584
2021-02-11,0.2896823585033417
2021-02-12,0.3222495913505554
2021-02-13,0.32295653223991394
2021-02-14,0.3191056549549103
2021-02-15,0.32713302969932556
2021-02-16,0.33645114302635193
2021-02-17,0.3354884684085846
2021-02-18,0.43426141142845154
2021-02-19,0.46822527050971985
2021-02-20,0.468131422996521
2021-02-21,0.46469250321388245
2021-02-22,0.4635653495788574
2021-02-23,0.5418050289154053
2021-02-24,0.561715304851532
2021-02-25,0.5577799081802368
2021-02-26,0.5532719492912292
2021-02-27,0.5605236887931824
2021-02-28,0.5906292796134949
2021-03-01,0.5880795121192932
2021-03-02,0.574397623538971
2021-03-03,0.5715407133102417
2021-03-04,0.5673351883888245
2021-03-05,0.5493816137313843
2021-03-06,0.5305234789848328
2021-03-07,0.5499569773674011
2021-03-08,0.552680492401123
2021-03-09,0.5409154295921326
2021-03-10,0.5396977663040161
2021-03-11,0.5369037985801697
2021-03-12,0.5358560085296631
2021-03-13,0.5312975645065308
2021-03-14,0.5264313817024231
2021-03-15,0.5212215781211853
2021-03-16,0.5147413611412048
2021-03-17,0.5066861510276794
2021-03-18,0.4980805814266205
2021-03-19,0.4969676434993744
2021-03-20,0.4908944368362427
2021-03-21,0.4714624881744385
2021-03-22,0.46252092719078064
2021-03-23,0.45656466484069824
2021-03-24,0.44912126660346985
2021-03-25,0.43811407685279846
2021-03-26,0.4270516633987427
2021-03-27,0.4220673739910126
2021-03-28,0.41557788848876953
2021-03-29,0.40440335869789124
2021-03-30,0.3951876163482666
2021-03-31,0.3892745077610016
2021-04-01,0.37727856636047363
2021-04-02,0.3515642583370209
2021-04-03,0.324198454618454
2021-04-04,0.2843427360057831
2021-04-05,0.24212779104709625
2021-04-06,0.21802560985088348
2021-04-07,0.18334682285785675
2021-04-08,0.13925102353096008
2021-04-09,0.10107580572366714
2021-04-10,0.06581132113933563
2021-04-11,0.040962256491184235
2021-04-12,0.02384156733751297
2021-04-13,0.01159145962446928
2021-04-14,0.005705638322979212
2021-04-15,0.0029988547321408987
2021-04-16,0.0013542958768084645
2021-04-17,0.0004994425107724965
2021-04-18,0.0002209420781582594
2021-04-19,0.00012219324707984924
2021-04-20,4.073108357260935e-05
2021-04-21,-7.3453647229951e-24
2021-04-22,-7.3453647229951e-24
2021-04-23,-7.3453647229951e-24
2021-04-24,-7.3453647229951e-24
2021-04-25,-7.3453647229951e-24
2021-04-26,-7.3453647229951e-24
2021-04-27,-7.3453647229951e-24
2021-04-28,-7.3453647229951e-24
2021-04-29,-7.3453647229951e-24
2021-04-30,-7.3453647229951e-24
2021-05-01,-7.3453647229951e-24
2021-05-02,-7.3453647229951e-24
2021-05-03,-7.3453647229951e-24
2021-05-04,-7.3453647229951e-24
2021-05-05,-7.3453647229951e-24
2021-05-06,-7.3453647229951e-24
2021-05-07,-7.3453647229951e-24
2021-05-08,-7.3453647229951e-24
2021-05-09,-7.3453647229951e-24
2021-05-10,-7.3453647229951e-24
2021-05-11,-7.3453647229951e-24
2021-05-12,-7.3453647229951e-24
2021-05-13,-7.3453647229951e-24
2021-05-14,-7.3453647229951e-24
2021-05-15,-7.3453647229951e-24
2021-05-16,-7.3453647229951e-24
2021-05-17,-7.3453647229951e-24
2021-05-18,-7.3453647229951e-24
2021-05-19,-7.3453647229951e-24
2021-05-20,-7.3453647229951e-24
2021-05-21,-7.3453647229951e-24
2021-05-22,-7.3453647229951e-24
2021-05-23,-7.3453647229951e-24
2021-05-24,-7.3453647229951e-24
2021-05-25,-7.3453647229951e-24
2021-05-26,-7.3453647229951e-24
2021-05-27,-7.3453647229951e-24
2021-05-28,-7.3453647229951e-24
2021-05-29,-7.3453647229951e-24
2021-05-30,-7.3453647229951e-24
2021-05-31,-7.3453647229951e-24
2021-06-01,-7.3453647229951e-24
2021-06-02,-7.3453647229951e-24
2021-06-03,-7.3453647229951e-24
2021-06-04,-7.3453647229951e-24
2021-06-05,-7.3453647229951e-24
2021-06-06,-7.3453647229951e-24
2021-06-07,-7.3453647229951e-24
2021-06-08,-7.3453647229951e-24
2021-06-09,-7.3453647229951e-24
2021-06-10,-7.3453647229951e-24
2021-06-11,-7.3453647229951e-24
2021-06-12,-7.3453647229951e-24
2021-06-13,-7.3453647229951e-24
2021-06-14,-7.3453647229951e-24
2021-06-15,-7.3453647229951e-24
2021-06-16,-7.3453647229951e-24
2021-06-17,-7.3453647229951e-24
2021-06-18,-7.3453647229951e-24
2021-06-19,-7.3453647229951e-24
2021-06-20,-7.3453647229951e-24
2021-06-21,-7.3453647229951e-24
2021-06-22,-7.3453647229951e-24
2021-06-23,-7.3453647229951e-24
2021-06-24,-7.3453647229951e-24
