date,volume_mcm,area_km2,precipitation_volume_mcm,evaporation_volume_mcm,delta_volume_mcm,runoff_volume_mcm,temp_C,residual_mcm
2025-11-04,207.2128836227125,66.8105992496383,0.0,0.03989383352650637,-0.043083473161999564,0.0,,-0.003189639635493194
2025-11-05,207.17298978918598,66.80890863343829,0.0,0.043953283832741795,-0.039893833526519984,0.0,,0.004059450306221811
2025-11-06,207.12903650535324,66.80704598632913,0.0,0.04552000163605575,-0.043953283832735224,0.0,,0.0015667178033205234
2025-11-07,207.0835165037172,66.80511694503659,0.0,0.04544724509335038,-0.0455200016360493,0.0,,-7.275654269892073e-05
2025-11-08,207.03806925862384,66.80319098701229,0.0,0.0331653904396586,-0.045447245093356514,0.0,,-0.012281854653697917
2025-11-09,207.0049038681842,66.80178550798456,0.0,0.03364553733209378,-0.033165390439648945,0.0,,0.00048014689244483405
2025-11-10,206.9712583308521,66.80035968134813,0.0,0.032347641114669076,-0.033645537332091635,0.0,,-0.001297896217422559
2025-11-11,206.9389106897374,66.79898885680542,0.0,0.03205381597756063,-0.0323476411146828,0.0,,-0.0002938251371221723
2025-11-12,206.90685687375986,66.79763048394993,0.0,0.030006842358277528,-0.032053815977548084,0.0,,-0.0020469736192705555
2025-11-13,206.87685003140157,66.79635885750248,0.0,0.030751985400515294,-0.030006842358289987,0.0,,0.0007451430422253068
2025-11-14,206.84609804600106,66.79505565347056,0.0,0.03731038709956467,-0.030751985400513604,0.0,,0.0065584016990510655
2025-11-15,206.8087876589015,66.79347451826035,0.0,0.02702642531583762,-0.037310387099552145,0.0,,-0.010283961783714525
2025-11-16,206.78176123358568,66.79232919557691,0.0,0.02014261010663255,-0.027026425315824554,0.0,,-0.0068838152091920055
2025-11-17,206.76161862347905,66.79147559440733,0.0,0.019203064230405763,-0.020142610106631764,0.0,,-0.0009395458762260014
2025-11-18,206.74241555924866,66.79066180920276,0.0,0.02202932549249102,-0.019203064230396194,0.0,,0.002826261262094825
2025-11-19,206.72038623375616,66.78972825302976,0.0,0.020883526270029432,-0.02202932549249681,0.0,,-0.0011457992224673773
