date,area_km2,volume_mcm,evaporation_mm,precipitation_mm,delta_volume_mcm,precipitation_volume_mcm,evaporation_volume_mcm,residual_mcm,predicted,runoff_volume_mcm,temp_C
2025-06-25,48.90633834915828,203.51819984617177,0.032420907,0.0,0.6703947772346908,0.0,0.0015855878473285,0.6719803650820193,False,,
2025-06-26,48.98524987201076,204.1885946234065,0.032420907,0.0,0.6703947772347192,0.0,0.0015881462304722,0.6719829234651914,False,,
2025-06-27,49.06416139486323,204.8589894006412,0.032420907,0.0,0.6703947772346908,0.0,0.0015907046136158,0.6719854818483066,False,,
2025-06-28,49.143072917715706,205.52938417787587,0.032420907,0.0,0.6703947772346908,0.0,0.0015932629967594,0.6719880402314502,False,,
2025-06-29,49.22198444056818,206.19977895511056,0.032420907,0.0,0.6703947772346908,0.0,0.0015958213799031,0.6719905986145939,False,,
2025-06-30,49.30089596342066,206.87017373234528,0.032420907,0.0,0.6703947772347192,0.0,0.0015983797630467,0.671993156997766,False,,
2025-07-01,49.37980748627314,207.54056850958,0.032420907,0.0,0.6703947772346908,0.0,0.0016009381461903,0.6719957153808811,False,,
2025-07-02,49.45871900912561,208.21096328681463,0.032420907,0.0,0.6703947772346908,0.0,0.0016034965293339,0.6719982737640248,False,,
2025-07-03,49.53763053197809,208.88135806404932,0.032420907,0.0,0.6703947772346908,0.0,0.0016060549124776,0.6720008321471684,False,,
2025-07-04,49.61654205483056,209.55175284128404,0.032420907,0.0,0.6703947772346908,0.0,0.0016086132956212,0.672003390530312,False,,
2025-07-05,49.69545357768304,210.2221476185188,0.032420907,0.0,0.6703947772347192,0.0,0.0016111716787648,0.6720059489134841,False,,
2025-07-06,49.77436510053551,210.89254239575345,0.032420907,0.0,0.6703947772346908,0.0,0.0016137300619085,0.6720085072965992,False,,
2025-07-07,49.85327662338799,211.56293717298811,0.032420907,0.0,0.6703947772346908,0.0,0.0016162884450521,0.6720110656797429,False,,
2025-07-08,49.93218814624046,212.23333195022283,0.032420907,0.0,0.6703947772346908,0.0,0.0016188468281957,0.6720136240628866,False,,
2025-07-09,50.01109966909294,212.90372672745752,0.032420907,0.0,0.6703947772346908,0.0,0.0016214052113393,0.6720161824460301,False,,
2025-07-10,50.09001119194542,213.57412150469224,0.032420907,0.0,0.6703947772347192,0.0,0.001623963594483,0.6720187408292022,False,,
2025-07-11,50.16892271479789,214.24451628192693,0.032420907,0.0,0.6703947772346908,0.0,0.0016265219776266,0.6720212992123175,False,,
2025-07-12,50.24783423765037,214.9149110591616,0.032420907,0.0,0.6703947772346908,0.0,0.0016290803607702,0.672023857595461,False,,
2025-07-13,50.326745760502845,215.58530583639632,0.032420907,0.0,0.6703947772346908,0.0,0.0016316387439139,0.6720264159786047,False,,
2025-07-14,50.405657283355325,216.255700613631,0.032420907,0.0,0.6703947772346908,0.0,0.0016341971270575,0.6720289743617484,False,,
2025-07-15,50.4845688062078,216.92609539086573,0.032420907,0.0,0.6703947772347192,0.0,0.0016367555102011,0.6720315327449203,False,,
2025-07-16,50.56348032906028,217.5964901681004,0.032420907,0.0,0.6703947772346908,0.0,0.0016393138933447,0.6720340911280356,False,,
2025-07-17,67.21970292434118,217.5964901681004,,,,0.998815287542614,0.21070561631196522,,True,0.0,
2025-07-18,67.24829481008814,218.38459983933103,,,0.788109671230643,0.5687528447413962,0.1945371602736776,0.41389398676292444,True,0.0,
2025-07-19,67.26187100701301,218.75881552379875,,,0.374215684467714,2.4028544887647962,0.18452302514160324,-1.844115779155479,True,0.0,
