date,area_km2,b03_path,b08_path,scl_path
2020-05-01,1.7257732919889115,C:\Users\vladi\Downloads\Data\Santinel\2020\Browser_images (13)\2020-05-01-00_00_2020-05-01-23_59_Sentinel-2_L2A_B03_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2020\Browser_images (13)\2020-05-01-00_00_2020-05-01-23_59_Sentinel-2_L2A_B08_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2020\Browser_images (13)\2020-05-01-00_00_2020-05-01-23_59_Sentinel-2_L2A_Scene_classification_map_.tiff
2020-05-26,0.46574107493706907,C:\Users\vladi\Downloads\Data\Santinel\2020\Browser_images (11)\2020-05-26-00_00_2020-05-26-23_59_Sentinel-2_L2A_B03_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2020\Browser_images (11)\2020-05-26-00_00_2020-05-26-23_59_Sentinel-2_L2A_B08_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2020\Browser_images (11)\2020-05-26-00_00_2020-05-26-23_59_Sentinel-2_L2A_Scene_classification_map_.tiff
2022-05-06,0.016354584827805826,C:\Users\vladi\Downloads\Data\Santinel\2022\Browser_images (9)\2022-05-06-00_00_2022-05-06-23_59_Sentinel-2_L2A_B03_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2022\Browser_images (9)\2022-05-06-00_00_2022-05-06-23_59_Sentinel-2_L2A_B08_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2022\Browser_images (9)\2022-05-06-00_00_2022-05-06-23_59_Sentinel-2_L2A_Scene_classification_map_.tiff
2024-04-05,0.09385656643218501,C:\Users\vladi\Downloads\Data\Santinel\2024\Browser_images (11)\2024-04-05-00_00_2024-04-05-23_59_Sentinel-2_L2A_B03_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2024\Browser_images (11)\2024-04-05-00_00_2024-04-05-23_59_Sentinel-2_L2A_B08_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2024\Browser_images (11)\2024-04-05-00_00_2024-04-05-23_59_Sentinel-2_L2A_Scene_classification_map_.tiff
2025-03-26,1.8766104819931333,C:\Users\vladi\Downloads\Data\Santinel\2025\Browser_images (7)\2025-03-26-00_00_2025-03-26-23_59_Sentinel-2_L2A_B03_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2025\Browser_images (7)\2025-03-26-00_00_2025-03-26-23_59_Sentinel-2_L2A_B08_(Raw).tiff,C:\Users\vladi\Downloads\Data\Santinel\2025\Browser_images (7)\2025-03-26-00_00_2025-03-26-23_59_Sentinel-2_L2A_Scene_classification_map_.tiff
