date,value
2021-01-01,1.5776396989822388
2021-01-02,0.887915849685669
2021-01-03,1.6824058294296265
2021-01-04,6.520042419433594
2021-01-05,0.8638837933540344
2021-01-06,8.821853637695312
2021-01-07,0.45547962188720703
2021-01-08,0.010033983737230301
2021-01-09,56.17905044555664
2021-01-10,141.44772338867188
2021-01-11,33.23767852783203
2021-01-12,20.009883880615234
2021-01-13,1.316055178642273
2021-01-14,0.1230575442314148
2021-01-15,0.017597313970327377
2021-01-16,5.485167026519775
2021-01-17,1.126231074333191
2021-01-18,0.07214979827404022
2021-01-19,6.932162761688232
2021-01-20,15.064153671264648
2021-01-21,0.669156014919281
2021-01-22,7.081275939941406
2021-01-23,1.4350699186325073
2021-01-24,13.84778881072998
2021-01-25,6.1949334144592285
2021-01-26,0.5457128286361694
2021-01-27,0.5058802366256714
2021-01-28,1.2946523427963257
2021-01-29,0.22176222503185272
2021-01-30,0.9250150918960571
2021-01-31,0.39937081933021545
2021-02-01,1.3814709186553955
2021-02-02,9.155153274536133
2021-02-03,123.85333251953125
2021-02-04,10.721465110778809
2021-02-05,22.37348175048828
2021-02-06,39.96603012084961
2021-02-07,4.807223796844482
2021-02-08,2.055785894393921
2021-02-09,0.21952396631240845
2021-02-10,11.455796241760254
2021-02-11,19.74030303955078
2021-02-12,44.794334411621094
2021-02-13,3.486933708190918
2021-02-14,18.51751708984375
2021-02-15,30.139236450195312
2021-02-16,2.865003824234009
2021-02-17,2.5911014080047607
2021-02-18,172.9220428466797
2021-02-19,11.9020414352417
2021-02-20,3.090669870376587
2021-02-21,0.20436222851276398
2021-02-22,2.4498486518859863
2021-02-23,145.3329620361328
2021-02-24,27.49856948852539
2021-02-25,1.5132132768630981
2021-02-26,0.027697259560227394
2021-02-27,20.292945861816406
2021-02-28,60.497798919677734
2021-03-01,8.518345832824707
2021-03-02,2.8745532035827637
2021-03-03,33.589599609375
2021-03-04,34.631832122802734
2021-03-05,11.779695510864258
2021-03-06,1.9131014347076416
2021-03-07,115.79129791259766
2021-03-08,10.751558303833008
2021-03-09,3.4989304542541504
2021-03-10,21.24146842956543
2021-03-11,16.858184814453125
2021-03-12,4.863560199737549
2021-03-13,0.20746299624443054
2021-03-14,0.01025724783539772
2021-03-15,0.00172061484772712
2021-03-16,0.0
2021-03-17,0.006489454302936792
2021-03-18,0.008532404899597168
2021-03-19,48.94599151611328
2021-03-20,19.110210418701172
2021-03-21,3.43060564994812
2021-03-22,11.371329307556152
2021-03-23,0.7910532355308533
2021-03-24,1.6374222040176392
2021-03-25,0.09262624382972717
2021-03-26,0.04315926879644394
2021-03-27,12.103687286376953
2021-03-28,6.0810723304748535
2021-03-29,0.35527074337005615
2021-03-30,2.591468572616577
2021-03-31,0.17777997255325317
2021-04-01,0.8938392400741577
2021-04-02,0.13847529888153076
2021-04-03,2.600480318069458
2021-04-04,0.6610634922981262
2021-04-05,0.3197009265422821
2021-04-06,30.547870635986328
2021-04-07,28.353450775146484
2021-04-08,3.5616872310638428
2021-04-09,0.01768551394343376
2021-04-10,0.0
2021-04-11,0.0052213664166629314
2021-04-12,0.008129213005304337
2021-04-13,0.004792868159711361
2021-04-14,0.007373093627393246
2021-04-15,0.024463992565870285
2021-04-16,0.0339193120598793
2021-04-17,0.004693937487900257
2021-04-18,0.0008612870005890727
2021-04-19,0.00043511379044502974
2021-04-20,0.0
2021-04-21,0.0
2021-04-22,0.008138032630085945
2021-04-23,0.011145411990582943
2021-04-24,0.5213803648948669
2021-04-25,0.6245381832122803
2021-04-26,9.740720748901367
2021-04-27,71.76227569580078
2021-04-28,4.6406965255737305
2021-04-29,1.924545407295227
2021-04-30,4.180497169494629
2021-05-01,0.3099498450756073
2021-05-02,0.02611459419131279
2021-05-03,8.945006370544434
2021-05-04,0.4046051502227783
2021-05-05,0.010234116576611996
2021-05-06,0.012800095602869987
2021-05-07,0.005966424476355314
2021-05-08,0.0014831466833129525
2021-05-09,9.039396286010742
2021-05-10,1.2344415187835693
2021-05-11,0.0625561848282814
2021-05-12,0.023189187049865723
2021-05-13,0.009457716718316078
2021-05-14,0.0172404982149601
2021-05-15,0.997669517993927
2021-05-16,2.861171007156372
2021-05-17,1.015000820159912
2021-05-18,9.458614349365234
2021-05-19,1.0008488893508911
2021-05-20,0.03016139753162861
2021-05-21,0.000852346362080425
2021-05-22,0.0
2021-05-23,0.0
2021-05-24,0.013739456422626972
2021-05-25,0.0008587808697484434
2021-05-26,37.632423400878906
2021-05-27,2.3623552322387695
2021-05-28,0.0
2021-05-29,0.0
2021-05-30,7.04303503036499
2021-05-31,8.172998428344727
2021-06-01,0.5407650470733643
2021-06-02,0.0012713471660390496
2021-06-03,5.94746208190918
2021-06-04,9.02710247039795
2021-06-05,0.31435316801071167
2021-06-06,0.00042617321014404297
2021-06-07,0.0
2021-06-08,5.920076370239258
2021-06-09,0.40186619758605957
2021-06-10,0.001238956698216498
2021-06-11,0.00012389566109050065
2021-06-12,0.0
2021-06-13,0.014497337862849236
2021-06-14,0.0008523463038727641
2021-06-15,0.014069462195038795
2021-06-16,0.01107493694871664
2021-06-17,3.3329648971557617
2021-06-18,2.7455310821533203
2021-06-19,4.227557182312012
2021-06-20,2.432643175125122
2021-06-21,0.08609399199485779
2021-06-22,1.8898683786392212
2021-06-23,14.833155632019043
2021-06-24,0.8355957865715027
2021-06-25,0.8521999716758728
2021-06-26,1.8676633834838867
2021-06-27,1.2499948740005493
2021-06-28,0.039542246609926224
2021-06-29,0.0034272668417543173
2021-06-30,0.027437200769782066
