elevation_m,area_km2,volume_mcm
-4.2408323,25.87956152048649,72.82718944604738
-4.172432,26.16410939673182,74.6072244932039
-4.1040306,26.46076125304479,76.40711763265892
-4.03563,26.78287320536211,78.22770362165846
-3.9672298,28.27729736509281,80.10770737056977
-3.8988295,28.70229314798508,82.05702205706669
-3.830429,29.09421167500285,84.03374025878142
-3.7620287,29.455244183916985,86.03602942269724
-3.6936283,29.797390310139367,88.06256567599425
-3.625227,30.142562431378657,90.11263164916413
-3.5568266,30.492117028159683,92.18633820840361
-3.4884262,30.835619634906887,94.28397882305703
-3.4200258,31.170879013849405,96.40470569279636
-3.3516254,31.50081681534839,98.5482123051953
-3.283225,31.83044158288011,100.71417258320466
-3.2148247,32.181143970874444,102.90335606866059
-3.1464233,32.55876728005371,105.11769965923558
-3.078023,32.99127587816037,107.35891199866762
-3.0096226,33.48576520178583,109.631995108892
-2.9412222,35.31075323095005,112.01555312339752
-2.8728218,35.799399253853196,114.44791835063272
-2.8044214,36.260393942981125,116.91213478403728
-2.736021,36.69384164298959,119.4076546141685
-2.6676207,37.10767254771603,121.93183009538657
-2.5992193,37.51190374411295,124.48383951352744
-2.530819,37.899648484900496,127.06303071449264
-2.4624186,38.302210166805324,129.6694949998559
-2.3940182,38.69871985867634,132.3028410771582
-2.3256178,39.106394428713195,134.9639037036456
-2.2572174,39.523146983800785,137.65299591328528
-2.188817,39.928839005378286,140.37033943847078
-2.1204157,40.343817701318024,143.11575167605454
-2.0520153,40.78331739136032,145.89034128800392
-1.9836149,41.36889959946035,148.69869943917217
-1.9152145,41.36889959946035,151.52844824477032
-1.8468142,41.36900394411611,154.35804053338487
-1.7784138,41.36900394411611,157.1876589081633
-1.7100134,41.36900394411611,160.0173424983516
-1.641612,41.36910828877186,162.84709130394975
-1.5732117,41.36910828877186,165.67669663564627
-1.5048113,41.369316978083376,168.50636718275257
-1.4364109,41.369734356706395,171.3361159883507
-1.3680105,41.37004739067366,174.16578653545707
-1.2996101,41.37046476929668,176.99552229797325
-1.2312098,41.370569113952435,179.82532327589925
-1.1628084,41.370673458608195,182.6550851245794
-1.094408,41.37098649257546,185.48489914558738
-1.0260077,41.37109083723122,188.31468708043147
-0.95760727,41.37140387119848,191.14451414452142
-0.8892069,41.371508215854234,193.97431512244742
-0.8208065,66.29172497132438,197.54472838076228
-0.7524061,66.56636010527293,202.0888990096697
-0.6840048,66.78673601822862,206.64977782657996
-0.6156044,66.9806083886224,211.22462578427948
-0.547204,67.15496830838988,215.81213857457138
-0.47880363,67.32181541294298,220.41112927699635
-0.41040325,67.48678431369247,225.02157180539047
-0.34200287,67.64142309352216,229.6430748672947
-0.2736025,67.77936672843097,234.27451675765965
-0.20520115,67.91073665002719,238.91532358087863
-0.13680077,68.03396768847446,243.56460840737782
-0.06840038,68.15959865400413,248.22273644345222
-0.0,71.29119046253909,252.88908162116738
